gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
JOSD1	-0.4528814094691995	6.153620951473787	-3.3376467007989494	0.005847329517334582	0.02569308946348819	-3.253034949541119
VPS13C	-0.6906180069467629	5.806421246369769	-3.3378349714886455	0.005845283520406496	0.025690815932916312	-3.2425936543045664
HEXA	-1.6897190896900787	7.328698722954179	-3.338356168649318	0.005839623286090388	0.02567265199302149	-3.2502471457109294
EEF1DP3	-2.4295739411483357	-2.728684796216374	-3.340679028082942	0.005814464282059902	0.02558748428145911	-2.1186335152740385
FAM60DP	-3.3941625832962248	-3.2757881948357754	-3.3414287390253934	0.005806367574086385	0.02556441379179043	-2.087796453999091
MCF2L	-6.547082191370068	3.681765668021157	-3.3435619507070675	0.005783391769508037	0.02549212312355667	-2.9150154363199468
MFSD14C	-0.9012445621460912	3.479152046528917	-3.348037390937208	0.005735487654142701	0.025314165179405563	-2.8587698410609512
ATP6V0A1	-2.1634829107822897	6.239372275757528	-3.3485926646870507	0.005729572214557922	0.025301345299546765	-3.2338301948026684
DPH5	-0.6570774368158201	4.511929789540543	-3.3507149372834206	0.005707020111709031	0.02521500710239056	-3.081987986694249
CCDC184	-1.9018743331179881	-0.9124994980104052	-3.3528207247754125	0.005684732042884851	0.025149589745924107	-2.2405622556146314
LRSAM1	-0.9966848083296691	4.469870585025384	-3.3530228659542205	0.005682597184049034	0.025146764316037944	-3.070057003280115
NPFFR2	-3.375289797424878	-2.661240205467323	-3.3530447759537587	0.005682365836360407	0.025146764316037944	-2.1014415877534525
SH2B1	-0.7387281996250774	5.508405355837292	-3.3533790418442835	0.005678837505562452	0.025143367217067475	-3.1969363519178646
S100PBP	-0.4799449736607837	4.844338309584371	-3.3543061600310127	0.005669062953868304	0.025113321314091875	-3.127114681426656
NBPF12	-0.53727168602102	4.151098601761851	-3.3545699943870537	0.005666284480146751	0.025107630703355244	-3.0027242235400573
EEF1A1P5	-1.8595029775706724	4.624963230351739	-3.3571667871405944	0.005639010815958595	0.025013157768228055	-3.089140138895422
FTH1P21	-3.6700263803229536	-3.5299707138296124	-3.358327927435798	0.005626858624275725	0.02497243541014051	-2.0478643446180493
EML2	-0.8172550671962462	5.701083874435377	-3.3597179965890995	0.0056123454098483475	0.02492118607749569	-3.196667252376007
TBC1D17	-0.7323426371064832	5.238150853470508	-3.3616181705523203	0.005592567707038185	0.024853063313641136	-3.15924785347986
RFTN2	-3.7558856382205015	1.304745916846503	-3.3625013901747436	0.005583398889476673	0.024818879961765256	-2.4547470682896018
CCDC136	-1.1772531872174836	2.656574495228395	-3.3632489320119223	0.005575650462427596	0.024790994000534552	-2.65301586510577
CBX3P7	-4.312362283980907	-1.365381574362127	-3.364082214399617	0.005567026157577191	0.024759197838158203	-2.178248305942537
IGHMBP2	-0.6886089210202844	4.469564472229636	-3.3650783284459735	0.005556734313126798	0.024719966543335654	-3.0474867639518823
TP53INP1	-1.4787269131700942	4.603936926602494	-3.365204842919221	0.005555428546932382	0.024719966543335654	-3.070804533955143
MTATP6P2	-2.871066301093448	-1.8389344020507639	-3.365418120877465	0.005553227991597501	0.0247174530865411	-2.1366963715974725
PIGB	-0.6286276543606766	3.8069342198612155	-3.365588756386395	0.005551468047782156	0.024716165160019787	-2.9035987301056014
PPP2R5B	-1.5419383360293022	4.535885759654499	-3.3670389411654793	0.005536533559592234	0.024669278774142808	-3.05582290697914
ZSCAN18	-3.9361811236527675	-0.9966234492914088	-3.3681380581370957	0.00552524161337059	0.024632025410058225	-2.2050923613668836
OSBPL7	-1.8107386173471318	3.0859364642631792	-3.369769394639155	0.005508524841542942	0.024570535300374795	-2.728838756054982
SLC9A9	-4.0827434264772045	-0.29347674555346237	-3.3721485410670278	0.005484236892388469	0.024475191038335897	-2.270296487253714
TMEM260	-0.8278855848990108	4.001730805931648	-3.3735627304474236	0.005469851345816667	0.024423961628358325	-2.9340536650315485
RP11-1212A22.1	-0.5352847467513948	4.49779835823531	-3.374434787610094	0.005460999596975676	0.024396766436814644	-3.0351254577258215
ALDH2	-3.4593486965951747	2.8166146723654752	-3.3754604557801464	0.0054506072113498175	0.02437040579972237	-2.661654715799533
RCBTB1	-1.199392438667414	4.99706110952786	-3.376348181011634	0.00544162869168168	0.024336735875756785	-3.1055534772245528
CERS5	-0.38954260462627754	5.311584557255428	-3.3768612339642967	0.005436446473447234	0.024320030843552744	-3.1376475689282097
SLF2	-0.7686589180354089	5.505326102058218	-3.37844425883979	0.005420488251099307	0.024268019721956864	-3.1498328708873915
CLN3	-0.8666741616167286	4.9655860035807455	-3.3784568437199147	0.005420361575372592	0.024268019721956864	-3.0978777299783085
FTH1P5	-3.3459386824128297	-2.2967964670528613	-3.379594146848351	0.005408926196544424	0.024229163802058137	-2.078880912679616
SENP8	-1.169974838909715	0.981034062869902	-3.3806025359013248	0.005398807484225229	0.02419574500189298	-2.3869697147181643
GLUL	-8.750383978526886	1.4797818805766785	-3.3806615708104015	0.005398215691550832	0.02419574500189298	-2.442138700293868
PARP14	-1.0904518464862099	5.377000069996076	-3.3809082563741697	0.005395743515230158	0.02419574500189298	-3.1354320018807407
CICP14	-1.053772891293861	2.155763066822972	-3.381721981853823	0.005387596844761847	0.0241722744714128	-2.5323620694839457
PGPEP1	-1.092778998532829	4.985748626097416	-3.3834697346482505	0.005370141227309671	0.02411971234831471	-3.0908945361280544
HSBP1L1	-2.8862348662077664	1.7256306054135666	-3.3854751815962345	0.005350182536225644	0.0240429192209477	-2.4642320441615952
PTPN13	-1.9545555242873043	5.004612487939613	-3.386851188511445	0.005336531710454862	0.023994405686895363	-3.086805215077524
DNAJC13	-0.7580834474088194	7.348212895963661	-3.3912880229084124	0.005292755701685537	0.02383583737358757	-3.151075739630806
TUBB4A	-2.8703563461414197	4.9525443847814605	-3.3935089585850657	0.005270979808469762	0.023744132307947276	-3.068173349452689
TTC3	-1.022649085975254	7.781074918194182	-3.394391510295754	0.005262351790892463	0.023711621058855128	-3.14236922979587
CD81	-1.4583508822322582	8.680287869297983	-3.397625405313616	0.005230858767953416	0.02360135390952834	-3.122161970162953
SH2D3C	-3.142807500613957	-3.3958571737135523	-3.398104499470623	0.005226209436136106	0.023586927422222497	-1.986578974119249
TTC8	-0.43618093815810166	4.798784730761542	-3.398791446110821	0.005219550330102071	0.023569312842027273	-3.037697249396719
FAM151B	-0.9939793212365893	0.34411242084012156	-3.399133138942191	0.005216241243054566	0.02356070050309543	-2.2885699553184393
GSTT1	-5.9171224325573855	1.3180882555463684	-3.4006873674296907	0.005201216323786647	0.023511792026326566	-2.3864639444902824
ZNF608	-1.2429463331672634	5.07831301448148	-3.4023254675398835	0.005185428129058286	0.023446728696551684	-3.0665149397603537
C6ORF106	-0.6821883906253898	6.929416838685465	-3.402396226664143	0.005184747241189467	0.023446728696551684	-3.132878852658788
RREB1	-0.6377250299995101	5.445434358627478	-3.402527312027826	0.005183486096773829	0.023446728696551684	-3.100476264491401
KDM3B	-0.4974294312060046	6.622297250499458	-3.4032728205220377	0.005176319634383536	0.023430757903335334	-3.133021237479965
APPBP2	-0.8289582194111782	5.09301411020914	-3.403888070504293	0.005170412900045152	0.02341032586504819	-3.0652832452967775
DEF8	-0.5256772004641359	5.967245944716064	-3.4072825188621927	0.005137947090370129	0.023307281173508977	-3.1183110592339576
VLDLR	-3.109381931465026	4.790811484479595	-3.4083563837504025	0.005127719367358438	0.023275654753416995	-3.0187203967122453
IFIH1	-1.2048960952666596	2.9968792269364974	-3.4097105653276047	0.005114851296533868	0.02324643205539338	-2.635570236187773
ARID5B	-1.0962655231212315	5.657834059459223	-3.4107173513350113	0.005105305585930754	0.023209324041855068	-3.099056394534954
HOMEZ	-2.6494204905689367	2.7307892474543065	-3.4108544636440348	0.005104006972970106	0.023209324041855068	-2.5792342740265903
CHAD	-2.9411996557693945	-1.9264414009480682	-3.4122460857537007	0.005090845647524412	0.023168654968302952	-2.0481657205741755
SMG1P1	-0.9201841140068883	3.8584965937960662	-3.4128143248407317	0.005085481411070016	0.023150510854781627	-2.8277764192127828
PCSK4	-2.2102509533883428	0.10506535579089411	-3.4130103497544	0.005083632246557191	0.02314836281980133	-2.2388286590818876
TMEM63A	-0.9729959382403877	5.076381281618458	-3.4156240436595002	0.005059041567453514	0.023055247567393827	-3.04141292392766
BTK	-3.6874205811189573	-2.221893234590556	-3.416026552228083	0.005055265348726338	0.023050419076517517	-2.0207160886582365
AC012314.2	-2.300306960265736	-0.05269469729350137	-3.416032437519168	0.005055210155859671	0.023050419076517517	-2.2168068407914356
AC012314.4	-2.300306960265736	-0.05269469729350137	-3.416032437519168	0.005055210155859671	0.023050419076517517	-2.2168068407914356
AC012314.5	-2.300306960265736	-0.05269469729350137	-3.416032437519168	0.005055210155859671	0.023050419076517517	-2.2168068407914356
AC012314.3	-2.300306960265736	-0.05269469729350137	-3.416032437519168	0.005055210155859671	0.023050419076517517	-2.2168068407914356
AC012314.6	-2.300306960265736	-0.05269469729350137	-3.416032437519168	0.005055210155859671	0.023050419076517517	-2.2168068407914356
AC012314.1	-2.300306960265736	-0.05269469729350137	-3.416032437519168	0.005055210155859671	0.023050419076517517	-2.2168068407914356
BBS5	-1.3568012413072736	5.242191275736556	-3.4184315084627364	0.0050327622909116096	0.023003980370778197	-3.053357406152519
CBR1	-1.1381805597612242	6.631090210176602	-3.418485242662847	0.0050322606656770024	0.023003980370778197	-3.1045082074930948
NRIP2	-1.304578000868662	0.11240314279402838	-3.4207507537453092	0.005011157543103338	0.022930172836084343	-2.225598448980066
TBRG1	-0.8239894933231264	5.3168054381713	-3.4209275135204704	0.005009514817804835	0.02292889856831314	-3.0556231728034184
ETFDH	-0.9958048263475372	3.8315022734146096	-3.421211202623247	0.005006879482541053	0.022923079123690408	-2.805803274661457
CLEC16A	-0.41440349104486973	5.298924899178401	-3.4224123915490625	0.00499573660332146	0.022884531232494898	-3.051311226647675
TP53I13	-0.6964311736644984	4.847189300389454	-3.4248062807475708	0.004973604621865569	0.022814239323060755	-2.9956914202998917
MEIS3P2	-4.666871842528707	-0.6734244010061581	-3.426751305012648	0.0049556958074934605	0.022750718229047416	-2.132596210657649
RP11-48B14.1	-1.1591006320639812	-1.2144167668255323	-3.427656545429741	0.004947383148095294	0.02271876190438186	-2.0792010060079944
RAB38	-2.601804312472434	6.079568254796962	-3.4293480211993437	0.004931888558819552	0.022666188408006622	-3.0798585177536175
SLC30A4	-1.0960025479576037	2.7693916903926405	-3.4297205131486654	0.004928483011121619	0.02265673248575521	-2.5518399731865973
STAT5B	-0.5934080595454034	5.737061553544811	-3.432272040464438	0.004905219516476661	0.022555957431853145	-3.0625856958264626
C11ORF52	-5.155480160779047	-2.7683268058155277	-3.4323016378150597	0.004904950318606495	0.022555957431853145	-1.95919279873912
CCDC28A	-0.6981271343059672	3.5130391837748722	-3.4332884969182618	0.004895983088351887	0.022538150579548114	-2.7082109609816003
ZBTB44	-0.7179040801459031	4.914620535276613	-3.433389670951391	0.004895064698186609	0.022538150579548114	-2.9887879891062745
CDK20	-0.6763449247911111	3.221023351072815	-3.4355006223858773	0.004875942754006409	0.02246435577483161	-2.63686084474341
HERC2P9	-0.493766541920718	4.786844302222871	-3.4366222666253377	0.004865813283075752	0.0224422952383793	-2.9653235109521647
POGZ	-0.5965717851518892	6.345919778898006	-3.437477172838036	0.004858107056760796	0.022419056920092998	-3.0685750911838525
KANSL1L	-0.93537557069364	3.550897057541695	-3.4384994431219593	0.004848908464541047	0.02238275324458703	-2.707388731139277
IMPA2	-1.024538666967739	3.924320164501414	-3.440475876735659	0.004831174260039375	0.02230701807375873	-2.7914056540403926
PDE8B	-1.5758125566031822	0.6301626691959137	-3.441979864797087	0.004817723388550082	0.02225102418009377	-2.2397439849055063
ZCCHC6	-1.0511527948425297	4.597619183277131	-3.4436344034359596	0.0048029700172637045	0.022188982155071764	-2.923237686977699
CCDC74A	-5.092377923710947	-0.4703822075710298	-3.443928636277186	0.004800351180892764	0.02218298111005353	-2.122736295339874
ALDH6A1	-2.4297580255087183	3.4070568930509992	-3.4449577663168807	0.004791202755899062	0.022146794477006473	-2.6617799313204387
ZNF322	-0.6176040873156552	4.7846255215502165	-3.445211898797417	0.0047889463803614234	0.022142454419459272	-2.9489562613308076
DCAF5	-0.9146855326998935	5.804162553281745	-3.445558320234771	0.0047858723343334785	0.022134330303561576	-3.0408568597662207
CCDC66	-0.6871271272045849	3.3853851554404777	-3.44733015997144	0.004770180852939894	0.022086068759052557	-2.6523532684345756
SIDT2	-1.91979814857085	4.55139780854437	-3.447441348321666	0.0047691979095574434	0.022086068759052557	-2.9083799594269903
ST8SIA6	-6.394324753111913	0.13406867938192757	-3.4489607258638695	0.00475578669156901	0.02204979501384837	-2.176851992980734
PARP15	-1.1928861663183128	1.8816092059709446	-3.450726719012647	0.0047402468002313266	0.022002023742471115	-2.3653672485144046
SPA17	-1.0760748467119507	2.097942305648145	-3.453737507774471	0.004713872188436537	0.021915919743029845	-2.3910062316302287
DNAJC28	-1.244876132424149	0.6044957367692858	-3.4538251385862595	0.004713106777115909	0.021915919743029845	-2.215662236389252
DEXI	-1.1981904052357573	5.006273767718332	-3.454757223508986	0.004704973294368859	0.021892714883293855	-2.9599832852419095
MAZ	-0.6810545291561994	7.879596961548719	-3.4560527200988926	0.004693692326199428	0.02185837820072978	-3.025878634398391
ENPP7P2	-3.353262962113775	-1.745730764413688	-3.457069317766838	0.0046848592173375754	0.021835393473597513	-1.9833174314726811
RASA4CP	-2.266018792339946	-0.8534173474326006	-3.458252579294268	0.004674599259975631	0.021799664196007332	-2.058534599832032
DDX58	-0.8705293551852886	3.109389969776422	-3.4592390880535646	0.004666062789381194	0.02177193706305656	-2.56804871636451
IDI2	-3.87345367946308	-3.162026632390544	-3.460280652094238	0.004657067110263316	0.02174203525616543	-1.8917844742600165
NEK1	-0.7118264520771787	4.0968802665025565	-3.4608496500762054	0.0046521602919962724	0.02173120011883862	-2.7925190891919067
PPP4R1L	-1.3478232476868985	3.7327719970835305	-3.461489192379105	0.004646651399918965	0.021717538953959413	-2.7074700540121226
CDKL5	-1.0880169695764965	3.716301035226259	-3.4624888973165655	0.00463805341956984	0.021683383539001472	-2.7017433081225146
FUOM	-2.2036894829831075	1.8303688036911374	-3.4635907331152564	0.004628595796091822	0.021655011705674156	-2.334830110069075
MEIS1	-1.3948349876609378	2.8429849699390037	-3.4637043193375168	0.0046276219425700205	0.021655011705674156	-2.5037044137574904
DLL3	-1.7064201422057366	3.0580151873706822	-3.4676061160943603	0.004594295312868938	0.02150872460261511	-2.541403596873838
SEC24B	-0.4614588683878118	5.485904573752131	-3.467690049865251	0.004593581092176823	0.02150872460261511	-2.9814957811496443
MURC	-1.2401554763215814	0.42531024169352755	-3.4679397873501534	0.004591456659536597	0.02150854312123959	-2.172165229215045
MEIS3	-2.8031233087255423	3.003344568327587	-3.468256287238725	0.004588765736877693	0.021506800262047796	-2.5284710662520675
ZNF491	-4.62718932980825	-1.801960551048341	-3.468947391239872	0.004582895454461373	0.021485278634067587	-1.9582742145523993
FAM73B	-0.5558079934115066	4.490243050582686	-3.4712869491319136	0.004563079717795112	0.021404320629914163	-2.8528095336938444
HPGD	-4.554223058306862	2.419852177526557	-3.471636660102662	0.004560125207696874	0.021396433379609538	-2.409929239626491
ARSG	-2.730025029625204	3.288025732535635	-3.4731226542035025	0.004547592564615031	0.021343587889831005	-2.58213781717566
ENTHD1	-4.9938652239240575	-1.8915842828178346	-3.476043293218382	0.00452306233345401	0.021258139999541816	-1.9392856248705055
FANK1	-2.9330335473056848	-1.7256468896837367	-3.479526563917572	0.004493982485591541	0.021133285852080866	-1.9455003039289283
KCTD20	-0.44674453700809913	7.492731157861941	-3.4820835754223456	0.004472756549299902	0.021051139547489064	-2.980290441265164
TMEM173	-1.2722109168871558	4.999669926987962	-3.482163967905988	0.004472090861574832	0.021051139547489064	-2.907937108372516
PARP10	-1.5357324669813028	4.791591944996045	-3.4825986183500053	0.004468493495798006	0.021051139547489064	-2.880007819537493
PABPC5	-5.334373736767848	-1.211854334768131	-3.4839131656271727	0.004457631606085753	0.02101526350728843	-1.9798487694327438
NEK9	-1.1509695630901522	6.420134578986067	-3.484059161935475	0.004456426920796533	0.02101526350728843	-2.98172475198069
SPAG7	-0.40787239322775726	5.280069668103689	-3.490367813468485	0.004404686376637284	0.020806510380028904	-2.9224251213265555
CLK1	-0.9524353611638032	4.949293222816048	-3.49063159030621	0.004402536366239972	0.020806510380028904	-2.8861278676943654
SLC7A6OS	-1.03084274304822	4.834660527994869	-3.4908079851184954	0.004401099191130117	0.020806510380028904	-2.8705537606861613
PDPK1	-0.6973025803107511	6.03665178975305	-3.4916997611633924	0.004393840758188843	0.020778638610827203	-2.9621999873119096
NEIL1	-1.8707362404485968	1.8164765091929231	-3.496276782185955	0.004356778264077151	0.020626583742068924	-2.273014613205688
RABAC1	-0.9756063763270442	5.592980818446803	-3.496322867177144	0.004356406712467429	0.020626583742068924	-2.934867404127373
EEF1A1P11	-1.8782848886924746	3.041232621965942	-3.496325883238253	0.004356382397163988	0.020626583742068924	-2.484564618526492
ZFYVE28	-3.0827544434812184	2.0909432335950844	-3.4967778256999433	0.004352740424773821	0.020624896622264903	-2.310801441077187
FBXO8	-0.6585531826172799	3.4948319117899036	-3.4978964847710734	0.004343739047232135	0.02059385674663766	-2.58381647140515
TMEM184C	-0.46058569764546675	5.210569775459306	-3.4989462989451625	0.004335308868236301	0.020559688529471647	-2.899548832300778
RFNG	-0.6502102797615628	4.882089250842627	-3.4997754789836044	0.004328662189136213	0.02053396144871926	-2.8602513561466747
GOLGA7B	-3.2726122012527994	3.447746529436358	-3.5000608290090454	0.0043263772326489905	0.02052891647349847	-2.568818789512174
STK24	-0.9027032581105576	6.889581722238996	-3.5036073773323806	0.004298080287499801	0.020417703615604625	-2.943650284750448
FTH1P4	-3.2871627710425573	-2.4166083593847527	-3.5062396543730316	0.004277199929931233	0.02033000543618615	-1.8522446273362112
RANBP10	-0.943642022032039	5.5942841399616325	-3.5066367240425236	0.004274059177534261	0.020320823931207446	-2.915645129906868
NXF1	-0.9374162051655528	6.001921583544835	-3.50671480365917	0.004273441857564533	0.020320823931207446	-2.9332137174932607
AK1	-0.9122152942936408	5.224327982040036	-3.506856501275801	0.004272321787170923	0.020320823931207446	-2.886119851498232
RPS12	-0.9931897129066982	9.660918532841325	-3.511598525048056	0.004235009604681491	0.02019177663470214	-2.890814043935367
MARCH9	-0.9892760459142558	4.102438324353036	-3.512011860642811	0.004231773072501909	0.020182579463546988	-2.698293157671457
ILKAP	-0.7216129098896538	5.58224396118737	-3.5132131728736575	0.004222380754907296	0.020149220144158694	-2.902566400518049
LRRC37A16P	-2.1571710224884995	2.853320917205203	-3.5141460076363664	0.00421510213958298	0.020120199278605835	-2.4124577087297965
STARD3	-0.38113981984221557	5.556575845832027	-3.5144433621731417	0.0042127846624224865	0.02011484994924282	-2.8986133609118676
C5	-1.0830506040426129	1.4719298660012738	-3.520934537655598	0.004162516766427382	0.019914437601293772	-2.184580068278417
TMEM108	-1.0876200449597537	1.7265892118509119	-3.5227213639433805	0.004148787040956972	0.019854403131367833	-2.212743322923762
CLCN6	-1.1401156036895541	5.046814653652151	-3.5229170134497876	0.004147286501786893	0.01985287503148172	-2.8372486674878754
ITGB7	-4.536679681514163	-2.5422557306441633	-3.5251562327700667	0.004130152066631472	0.019782121910480236	-1.8124084512142407
ACOT2	-0.9156627332376237	5.366299121573327	-3.525355102927043	0.004128633809243321	0.019780487010248718	-2.864240944799686
SEPSECS	-0.7651476545135338	3.258202195641699	-3.526512521623694	0.004119808870217925	0.019745103282929707	-2.4762970355314593
MTRNR2L12	-1.9787543217709942	9.441817156812162	-3.5272325998893423	0.004114328207515151	0.01973445039489359	-2.8653412431247647
TMEM63B	-0.5749512507156078	5.608678371406054	-3.527763877542289	0.004110289306864193	0.01972239401024344	-2.8770169372115886
DGCR6	-1.342756083556942	2.0336958542550456	-3.5283606428437055	0.004105757369655481	0.01971021539897163	-2.2443086004025288
VTI1B	-0.7780581158102597	6.455662126260506	-3.528955148313156	0.004101247655521191	0.019694191241812757	-2.8977543468600135
ZFAT	-0.5803371382854925	3.8680444259080913	-3.532942809907404	0.004071128789178607	0.01957192836376569	-2.6061417304417107
GTDC1	-0.4643376237893868	4.04101402241715	-3.5347575431172316	0.004057496791804488	0.019523145886017185	-2.6423793773622357
HERC1	-0.6816532127162214	6.2221775004851745	-3.536373868356997	0.004045394368232979	0.01947606506642557	-2.88206940480259
ZNF224	-0.7360362212039213	4.1207113487112315	-3.5371861844499173	0.004039325951693859	0.01945799692465425	-2.655335491260951
LRRC57	-0.5777093195862557	4.642359661334356	-3.5373103770489798	0.004038398987334433	0.01945799692465425	-2.7551973293316276
SDHAF4	-2.0848042282430184	1.3595904601702027	-3.53764823909263	0.004035878306931818	0.019452539921021812	-2.140934875843959
GM2A	-2.25735208856321	6.735066314747433	-3.5378479978980635	0.004034388724778669	0.01945093841002728	-2.880609970184242
PTK2	-0.48860188619679334	6.805820579088677	-3.5415572412909477	0.004006830816101968	0.019340265803051634	-2.87318321133041
HCN3	-0.9503419870554679	2.148706625654232	-3.5426183990292595	0.0039989822676202895	0.019317932295118908	-2.235264571101755
EXOC2	-0.5594120707931198	5.454212438069942	-3.5445060220099274	0.00398505971047745	0.019268382783082426	-2.8354283816303445
RWDD1	-0.8590362755109355	5.647624446433571	-3.546647013239355	0.0039693281661984485	0.019197841291884125	-2.844044706013155
TACR2	-1.205221198019725	-0.02835396200094573	-3.5471133964955275	0.003965909686855711	0.01919235361560148	-1.983082277399851
MTCO1P22	-4.244669220606559	-2.2098011262018655	-3.5477317386534666	0.003961382011014139	0.01918148875226581	-1.7931693521020264
FBXW5	-0.9061752081644991	6.581046023351422	-3.5479785215465967	0.003959576468392181	0.01918148875226581	-2.862222706702691
PLEKHO2	-1.733801209324537	5.438973332331139	-3.548368383035178	0.003956725826197315	0.019179020811379146	-2.8270148542381994
WISP2	-2.0920292506538636	-2.289604177311579	-3.5508767457321584	0.003938434802628578	0.019119951972206388	-1.7828183581245494
PURA	-0.527458535082963	5.367708358004971	-3.551188818768425	0.003936165197789265	0.019117185175266622	-2.8160187630972677
CMC4	-1.0060982577626159	2.9343972076654006	-3.5519990903472474	0.003930278581597384	0.01910242687128607	-2.3589043640099208
ZNF2	-0.7457968941338611	3.024418631451558	-3.552866535626472	0.003923986545608757	0.019082882486124532	-2.3762207047688415
MARCH2	-0.9802013578093289	3.643182144308783	-3.5530323374674158	0.003922785067330963	0.019082882486124532	-2.516041340567843
OTUD1	-1.38389631945001	2.3736315801146173	-3.5537004706448205	0.003917947259090182	0.019075590841114917	-2.250859086026841
DDX6	-0.546489410905524	7.016835451545776	-3.5538142569671534	0.003917123963243543	0.019075590841114917	-2.848765818982746
JADE2	-0.714445973598905	5.931507351818382	-3.5572864068829393	0.00389208600812059	0.01897716551740144	-2.8363099753928616
KIAA0100	-0.3865757858048777	8.112613701876208	-3.5577371622687815	0.003888847563050645	0.018966877827101623	-2.8324696087898698
CD300LG	-1.5578515845158243	-1.9320759897712978	-3.558294269897058	0.0038848488280312458	0.018952874964505415	-1.7930027036678053
RALBP1	-0.5013846172555132	6.515128128755056	-3.558664090986089	0.0038821966896524247	0.01894543547125096	-2.8422706073937025
IFT88	-0.8248248941441645	3.8035983447952653	-3.5594639906261674	0.003876466595383146	0.018922966618822114	-2.541679373065694
ZNF132	-2.7470309992622446	0.7634027525633869	-3.560230720876486	0.0038709822057483878	0.018901684466011957	-2.0381785920985367
EIF4EBP2	-1.126338122103868	6.474672733503137	-3.561197816701827	0.0038640758918045246	0.018878931253941467	-2.8374424625950443
WDR78	-1.911709672434717	-0.37743416268753893	-3.5615363954915877	0.0038616609723595924	0.01887261877361084	-1.921505506373565
ZNF646	-0.5279951081690291	4.750630276407611	-3.562397643764329	0.0038555250376492434	0.01885359595803632	-2.725068147499968
IFT74	-0.658135343898711	3.4869691504371323	-3.563188484466819	0.00384989947606538	0.018837048178815385	-2.4606228418684877
CLCN3	-1.200736924476077	7.103766888932282	-3.563239682786557	0.003849535570870076	0.018837048178815385	-2.8305413580650916
CCDC28B	-1.2064971077278503	3.068011792513316	-3.563490708043358	0.003847751852018001	0.018837048178815385	-2.3658633754819345
USF3	-1.0040733784298999	4.4784252654228895	-3.5641825144110517	0.0038428404207299003	0.01881894491585298	-2.6771508037398597
ZMAT3	-0.9060995894251267	6.751654582223674	-3.5646775546707223	0.0038393298416307055	0.018807233065662277	-2.8302868993523562
LRP2BP	-1.309351251723555	0.7972086409110377	-3.5657630965203393	0.003831643164608377	0.018802460340897224	-2.031472712838138
RP11-364B14.3	-3.439413420149463	-1.908380545019472	-3.5667494208068566	0.003824672652706827	0.018773736353400596	-1.7799028125341243
C11ORF63	-1.9332725340480839	2.2290986084172326	-3.56686993365607	0.003823821856196723	0.018773736353400596	-2.2030200923759216
MTRNR2L1	-2.275965392439713	7.138396431966111	-3.5679495056058443	0.0038162088996753526	0.0187541002856268	-2.8215176766475096
ZNF671	-4.1593228137573295	0.45254437980875917	-3.568014047026276	0.0038157542546680737	0.0187541002856268	-1.9936069321298477
MLPH	-2.4340128504698235	6.954375266395545	-3.5692508709243023	0.003807052440453526	0.01872552834846427	-2.820311107846984
KIF13B	-0.7219669208623456	5.912271740218782	-3.57116268956829	0.0037936414316557298	0.018675961201475647	-2.809703920223388
ZFYVE19	-0.881797682367921	4.529402576575803	-3.5713238755474075	0.003792512950674415	0.01867587610957659	-2.6729802706587193
CHRNB2	-2.487838339631044	-1.1884750768011028	-3.5714971479679782	0.003791300233064785	0.018675376030808863	-1.8270146917982153
STX4	-0.5824815276013275	4.9768044926830335	-3.5716541562285697	0.0037902016884222346	0.018675376030808863	-2.7378797745590973
MXI1	-1.8127715809876248	6.282888344493656	-3.5727128779066626	0.0037828025689001857	0.018649915745234797	-2.814724019370156
MTCO2P12	-3.0028008587675736	-0.09651985115198147	-3.573629279153761	0.0037764099858070633	0.01862932862678583	-1.9284563284389327
EFHB	-1.4013050051346836	-0.9836615576606318	-3.5741142790919644	0.00377303120973605	0.018618125526140283	-1.84040114090433
MTRNR2L3	-3.757685685407009	-3.314967280336098	-3.57460561924342	0.0037696114088542386	0.018612179479616096	-1.6926511823543429
YPEL5	-0.8636395755190023	5.605169138236992	-3.5751564410377656	0.003765781366177158	0.01859873271270629	-2.788108957011132
AC093642.5	-1.1738527621137311	1.7845499299452905	-3.5777207693004356	0.0037480029547674485	0.018521812896435317	-2.119512193299201
FAM229B	-1.5460731909833902	2.7800866192969633	-3.583103955933003	0.003710959533070608	0.018365752907042905	-2.2703369722272306
MTCO1P53	-2.87755208162053	-2.2304774052729965	-3.583728526245901	0.0037066859207666417	0.018350005970640633	-1.7296341287268806
EIF4A2	-0.7059202379761826	8.174985966304044	-3.584883704374834	0.003698794862794317	0.018321734529615115	-2.7807313183600755
CEMP1	-5.729872650245413	-2.364752660398379	-3.5849321403240175	0.003698464370022029	0.018321734529615115	-1.7196240071906042
NR1H3	-1.9466607330779762	1.7615003852276738	-3.585683121777002	0.0036933440559921934	0.01830552449102353	-2.10193059981278
TBC1D5	-0.7579709624298889	5.922166636368603	-3.5858108883384103	0.0036924736430767584	0.01830552449102353	-2.7826225064983676
DYNLT1	-0.4288055066559737	5.466546194621998	-3.5875868133777904	0.0036803967636282998	0.018268289547046908	-2.7557512749862356
SORBS1	-3.1491812607203684	4.580214452578875	-3.588692765861071	0.003672896295730514	0.018241834527879062	-2.6493707471894874
ZNF445	-0.6517823082801284	4.974263595355623	-3.589881549465631	0.003664851469852177	0.018212643008221625	-2.703507450407276
